Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification,graph_num_nodes,graph_num_edges,graph_self_loops,graph_density,graph_out_deg_mean,graph_out_deg_max,graph_out_deg_std,graph_in_deg_mean,graph_in_deg_max,graph_in_deg_std,anomaly_score,is_anomaly
38,4b46be36-4f30-3697-9021-7042dd151a7a,0.2723377926421405,0.0367892976588628,2.7685185185185186,4886,default,111.0,108.0,11.0,E,normal,11,15,4,0.13636363636363635,1.6666666666666667,3.0,0.816496580927726,1.5,3.0,0.6708203932499369,0.13039572916482678,0
39,89465ed6-f4c1-38de-beb6-0390e3a17a8b,6.7114093959731546e-06,0.0279194630872483,22.713414634146343,2,default,2420.0,164.0,104.0,E,normal,102,245,17,0.02378178994370025,2.7222222222222223,16.0,2.67094564102004,2.5,31.0,3.4352613304031565,-0.0014436638437905214,0
40,aa99f37a-888f-3c35-9e12-ee042ac2d241,0.0018160005379564,0.0057708060789084,102.36670838548186,8912,default,912.0,799.0,472.0,E,normal,467,2787,119,0.012806609625865032,6.165929203539823,137.0,11.821923097766334,6.019438444924406,129.0,10.692120294951723,0.22376419846029794,1
41,c79f3548-5612-31e1-849c-d07422a77a5c,6.623176296677165e-05,0.001936178417636,15.929357563347835,495,default,8598.0,7814.0,241.0,E,normal,225,1007,56,0.01998015873015873,4.705607476635514,60.0,7.6587416522815746,4.5565610859728505,62.0,6.921846517699904,0.1310334739096879,0
42,206bb2ef-d886-30e0-a66b-7bf5896663aa,5.06420690902514e-06,0.0233315246880086,32.523529411764706,2,default,3753.0,170.0,129.0,E,normal,127,347,19,0.021684789401324834,2.821138211382114,20.0,3.152060934590123,2.821138211382114,35.0,3.517742532592892,0.020947464912130676,0
43,24473b9e-130e-3e41-ad4b-012f6de894d1,0.0009786140452173,0.0052983731277383,83.56575212866603,5187,default,1166.0,1057.0,468.0,E,normal,466,2662,118,0.012284830864368452,5.941964285714286,144.0,11.285904122216676,5.774403470715835,141.0,10.583675265609948,0.20766195049872926,1
44,2ad357db-cec2-3138-b1a1-b21a8604eab6,0.0010616992276238,0.0205361199454793,62.885714285714286,702,default,265.0,175.0,226.0,E,normal,226,766,39,0.015063913470993118,3.5462962962962963,47.0,5.472801874419806,3.4660633484162897,54.0,4.998187669334499,0.04526344554598977,0
45,5d9bea16-2065-3e89-9a54-8688670bd138,0.0034550387596899,0.0147286821705426,11.415929203539823,268,default,114.0,113.0,19.0,E,normal,19,43,4,0.12573099415204678,2.6875,8.0,2.171369095755026,2.388888888888889,7.0,1.947616460328678,-0.0339811992213932,0
46,5e7bca01-0f3f-3a39-be34-63490693ee2e,0.0005352635486265,0.0296956198960653,6.013392857142857,44,default,255.0,224.0,40.0,E,normal,40,79,12,0.05064102564102564,2.323529411764706,12.0,2.2323897540171678,1.975,9.0,1.5409007106234978,-0.03509494978185074,0
47,9a68af23-4822-3a36-920e-a7175b39f27a,0.0073422075979658,0.0050852527669757,30.11711711711712,1473,default,200.0,111.0,17.0,E,normal,17,56,4,0.20588235294117646,3.2941176470588234,8.0,1.7068962504172833,3.5,8.0,2.23606797749979,0.011537243540875874,0
48,3625d8fa-74e0-3d74-8bac-2102f9121e7d,0.0001744515743918,0.0105954335173854,48.55797101449275,71,default,276.0,138.0,71.0,E,normal,71,269,15,0.05412474849094567,4.014925373134329,22.0,4.375960576214105,3.788732394366197,26.0,4.155144420322757,-0.02752068963602755,0
49,3bf865ad-76ae-3f89-9a3a-6c5dbd3c6539,0.0249297196261682,0.0175700934579439,18.97163120567376,4002,default,159.0,141.0,47.0,E,normal,47,106,7,0.04902867715078631,2.5238095238095237,17.0,3.0879033974997094,2.25531914893617,14.0,2.3198320290108954,-0.0216905398419322,0
50,430dde73-80cb-3e51-ae63-cbd6662db574,0.0006547140934909,0.004570806413509,74.77496159754224,3825,default,1449.0,1302.0,445.0,E,normal,440,2696,114,0.013957341064402568,6.328638497652582,142.0,11.647804061747664,6.14123006833713,121.0,10.708951797483593,0.20957117215287047,1
51,5e2fdcdf-438f-396e-82db-a3e327f53890,0.0214460716747071,0.0125775327360441,33.941520467836256,7469,default,193.0,171.0,73.0,E,normal,72,302,17,0.059076682316118935,4.575757575757576,29.0,4.951463224385556,4.314285714285714,20.0,4.5686598758524894,-0.004478186315591992,0
52,2b672707-7749-3533-834c-27589de3b94e,0.0005637082862411,0.0046497333095393,75.78211870773855,3412,default,1475.0,1331.0,469.0,E,normal,466,2703,121,0.01247404125709539,5.953744493392071,159.0,11.77318956726251,5.838012958963283,137.0,10.589008826642727,0.2214880078402074,1
53,4573c2a1-3dfc-3430-8bb5-e4a5a3703da8,0.0006764923989618,0.0329996292176492,9.236301369863014,110,default,317.0,292.0,89.0,E,normal,89,206,12,0.026302349336057202,2.4819277108433737,21.0,3.2352033726249974,2.4523809523809526,23.0,3.0292414652640827,-0.03503979014007885,0
54,a6371858-02eb-305a-b1be-d99764e6f547,0.0041643537869921,0.0250794181574987,46.7265625,1495,default,152.0,128.0,150.0,E,normal,150,517,27,0.023131991051454137,3.692857142857143,33.0,5.311572848267167,3.469798657718121,38.0,4.538510897586892,-0.01542191413158367,0
55,b8c1b2b6-23a1-306b-861e-bccc22c07bb2,0.0001294717022926,0.0171669066341787,43.40865384615385,71,default,391.0,208.0,155.0,E,normal,154,536,35,0.02274849333672863,3.6462585034013606,29.0,4.720490463806731,3.4805194805194803,43.0,4.59138207302873,-0.01635206969737596,0
56,bdfd46e6-e984-3567-9f5a-e7d41a968d05,0.0001773648648648,0.0070945945945945,9.652173913043478,95,default,1094.0,920.0,63.0,E,normal,61,142,11,0.03879781420765027,2.6296296296296298,17.0,3.2958801235408592,2.6296296296296298,24.0,3.400960083925628,-0.03862009395532312,0
57,e186147e-1b30-32be-80e9-28a96e0ee83a,0.0082381671701913,0.0122284563372176,22.715686274509803,3436,default,391.0,306.0,85.0,E,normal,83,306,16,0.0449603291213635,3.923076923076923,19.0,4.375834662562427,3.825,27.0,4.795245040662677,-0.044978834085471875,0
58,14c4b0f5-1c08-32d1-b037-11adfc2031e7,0.001058399175541,0.0391618000687049,8.637982195845698,185,default,391.0,337.0,114.0,E,normal,114,246,16,0.019096413600372612,2.2363636363636363,25.0,3.2077385767639326,2.1964285714285716,35.0,3.5250108553892776,-0.007737422750789091,0
59,437c372d-f569-3e77-89bd-ad5a2edc4774,0.0001344364012409,0.0113753877973112,34.186868686868685,55,default,350.0,198.0,77.0,E,normal,77,252,12,0.0430622009569378,3.36,17.0,4.015436879510539,3.272727272727273,25.0,4.0085504833502945,-0.04344919357508059,0
60,7912a99d-fbdb-317c-bd1d-3f3ac66518c0,0.0057685979971387,0.0115343347639484,27.014492753623188,3871,default,475.0,414.0,129.0,E,normal,126,533,34,0.03384126984126984,4.4789915966386555,40.0,6.223901799110538,4.298387096774194,39.0,5.344547777588884,-0.03126937479555569,0
61,9d0d90f3-5681-3011-8c9d-a92bc88c83db,0.0006275346851654,0.0149413020277481,7.556451612903226,36,default,192.0,124.0,14.0,E,normal,14,32,9,0.17582417582417584,2.6666666666666665,6.0,1.7480147469502527,2.2857142857142856,6.0,1.4356965173029843,-0.018922591677979828,0
62,b00a8232-9d49-342d-8f19-980b36d388a9,0.0006286427976686,0.0035964427402934,83.57836257309941,5391,default,1919.0,1710.0,514.0,E,normal,504,3218,136,0.01269367919467323,6.635051546391753,170.0,12.958172529590016,6.42315369261477,138.0,11.567582500441581,0.2631595036368659,1
63,296fff15-b45c-396a-8920-b4b9e0b49b51,0.0007401528512639,0.0199882422104644,9.047872340425531,76,default,213.0,188.0,34.0,E,normal,32,59,8,0.059475806451612906,1.9666666666666666,7.0,1.580787426850583,2.0344827586206895,12.0,2.1732346560812044,-0.04615302990481984,0
64,3bcc9249-8bf7-3622-b0ca-1c6b265733d2,0.0008889407100798,0.004080918789716,88.41752577319588,6405,default,1516.0,1358.0,490.0,E,normal,487,3070,138,0.01297099061187585,6.573875802997859,170.0,12.839997171979363,6.329896907216495,144.0,11.345666913907293,0.260130572001917,1
65,3f902aec-fd1d-394c-9e93-4c02dfdfabe4,7.97773654916512e-06,0.0089053803339517,14.18421052631579,3,default,2896.0,380.0,48.0,E,normal,44,95,10,0.05021141649048626,2.261904761904762,13.0,2.4207390037472107,2.261904761904762,13.0,2.0125738532384916,-0.02062212418643361,0
66,91d188ee-cf95-3704-be59-a80eb9819446,0.0058629098208311,0.0057988253661437,18.25101763907734,4732,default,783.0,737.0,78.0,E,normal,77,339,21,0.05792891319207109,4.708333333333333,32.0,5.526294468769788,4.774647887323944,25.0,5.03284195216314,-0.022031424291471202,0
67,25a9114c-f766-38c8-b031-daf107edb3b0,0.0002380456547857,0.0051261513816579,13.6448087431694,179,default,969.0,915.0,64.0,E,normal,63,266,17,0.06810035842293907,4.290322580645161,31.0,5.274366180463692,4.290322580645161,25.0,4.84064477434831,-0.01743583362323292,0
68,41f178cf-eb38-3b6e-9161-99ed72cebf41,0.0045208522528815,0.0078938176737687,23.314332247557005,3883,default,786.0,614.0,113.0,E,normal,112,477,37,0.03836872586872587,4.631067961165049,29.0,5.4860640590006735,4.376146788990826,35.0,5.4500046137943405,-0.0325658689627808,0
69,5567e695-3188-3641-9581-9235bf92c294,0.0001148813484142,0.0026613439787092,19.248665955176097,125,default,1303.0,937.0,48.0,E,normal,48,156,13,0.06914893617021277,3.391304347826087,13.0,2.9227612083927488,3.3191489361702127,21.0,3.2818416144100158,-0.027369148246468467,0
70,9ace1862-8306-3df1-99f3-42c47eaa0b98,0.0016984406510069,0.0056806884994461,91.9242819843342,7176,default,867.0,766.0,400.0,E,normal,396,2367,101,0.015132336018411968,6.21259842519685,132.0,11.172916673880072,6.00761421319797,113.0,9.826280048279163,0.19382674868294825,1
71,b97c9acc-9d9e-36b7-bc47-0a5f5ff05723,8.999581414817915e-06,0.0058601925491837,17.566176470588236,3,default,2712.0,272.0,28.0,E,normal,26,37,9,0.05692307692307692,1.608695652173913,7.0,1.6872702532115003,1.5416666666666667,7.0,1.3222193043852024,0.017746347247735328,0
72,e2eb2072-91d6-3728-8d84-fbf27bc2d59e,1.056338028169014e-05,0.0055923777961888,7.282051282051282,4,default,2027.0,663.0,27.0,E,normal,25,49,7,0.08166666666666667,2.130434782608696,11.0,2.6260293687898257,2.130434782608696,7.0,1.4537611736783036,0.0007900854487928322,0
73,e5ed9ebe-522e-382c-b411-e2a083dd838e,0.0038639285255174,0.0058276556541114,20.67050487156776,5411,default,1239.0,1129.0,136.0,E,normal,132,552,32,0.031922276197085354,4.346456692913386,35.0,5.647629218657293,4.181818181818182,39.0,5.329759477514372,-0.02097930664844233,0
74,fa3b5268-3c9c-396f-9da3-69f573440a8f,0.0045325624468138,0.0062071382089402,32.22096774193548,5433,default,715.0,620.0,124.0,E,normal,124,610,36,0.03999475478625754,5.083333333333333,41.0,6.7039582006122,5.169491525423729,40.0,6.618291403178451,0.0070873966761133,0
75,87c193c4-466c-3452-a0a8-23fcdfa2ae74,0.0006907161045793,0.0041011505071812,81.27800546448087,4932,default,1605.0,1464.0,488.0,E,normal,478,3019,125,0.013240879625974755,6.591703056768559,164.0,12.973154046744312,6.355789473684211,152.0,11.725893217369514,0.2544349665353758,1
76,8a918130-47d5-372f-b996-28f23abd22b9,0.0010746268656716,0.0079601990049751,17.130681818181817,195,default,186.0,176.0,24.0,E,normal,24,104,8,0.18840579710144928,4.333333333333333,10.0,2.3033791601808757,4.333333333333333,11.0,2.6404965862924765,-0.015371890829393942,0
77,deddde72-9fa4-3040-a1b6-f145cf8cb55f,0.0001262727918541,0.0015983897703054,16.49609375,128,default,1284.0,1024.0,27.0,E,normal,27,95,8,0.13532763532763534,3.6538461538461537,8.0,2.4009983130790165,3.6538461538461537,12.0,2.744817602071047,0.0018416811485351126,0
78,0e653ad3-16f7-3ce7-a934-71872b6c2d7e,0.0006844526218951,0.0266789328426862,5.574358974358974,45,default,207.0,195.0,29.0,E,normal,29,49,7,0.0603448275862069,2.0416666666666665,7.0,1.6703085210689539,1.8846153846153846,9.0,1.7392952391684633,-0.0381845374500725,0
79,2c6e058c-67d6-346e-9667-3ae6c9a582be,0.0001181520631002,0.0055266405537371,20.777034559643255,133,default,1176.0,897.0,103.0,E,normal,103,313,17,0.029792499524081476,3.099009900990099,22.0,3.9838907061210667,3.099009900990099,34.0,3.966455760112757,-0.03892028618213389,0
80,45f01370-2f35-30d2-8315-05ad09a08579,0.0001370687132125,0.0060485837858931,16.84986301369863,253,default,1995.0,1825.0,186.0,E,normal,184,780,49,0.02316464718460442,4.333333333333333,42.0,6.1309778085464375,4.30939226519337,50.0,5.541742168352175,0.015756683354975876,0
81,98a41129-6dd4-3446-b53c-b393da82985a,0.000226560144709,0.0064063913174555,14.1903743315508,181,default,1022.0,935.0,85.0,E,normal,84,311,22,0.044606999426276536,4.092105263157895,32.0,5.2067204335483765,3.8875,27.0,4.546959835978321,-0.03619819705063365,0
82,af93fcd6-199f-3797-a5f0-11dc1c641464,0.0011438437406467,0.0052101231584431,89.49305555555556,6192,default,1128.0,1008.0,470.0,E,normal,459,2718,119,0.012929189142906071,6.121621621621622,158.0,12.235069263917792,5.973626373626374,121.0,10.418040514803906,0.21316325885634457,1
83,18cfdf79-8cda-36b1-90d0-00973a49ce5f,0.000566143808995,0.0113825652415324,12.63859649122807,245,default,607.0,570.0,82.0,E,normal,78,188,14,0.031302031302031304,2.611111111111111,22.0,3.4982358869847032,2.41025641025641,29.0,3.48047998987134,-0.04282850115075387,0
84,5d0c46cd-c453-37d1-ae96-a4163dfb9069,0.0019899827829081,0.0129519486617624,68.14933333333333,3052,default,409.0,375.0,331.0,E,normal,330,1366,67,0.012581744496638113,4.350318471337579,74.0,7.8223640211554795,4.164634146341464,91.0,6.817103167611476,0.11044056313891526,0
85,5e25c296-729f-34a6-aaa0-aa4ee438606c,0.0001748229740361,0.0147915027537372,47.42537313432836,67,default,246.0,134.0,94.0,E,normal,94,342,22,0.03912148249828414,3.758241758241758,26.0,4.408634533168684,3.717391304347826,32.0,4.487485223317131,-0.028250685793485608,0
86,6aa71abc-9478-3076-91d4-7ec7d15acbb6,0.0002763602251407,0.0150093808630394,6.57213316892725,89,default,836.0,811.0,80.0,E,normal,80,175,11,0.027689873417721517,2.3972602739726026,21.0,3.3217412747896278,2.3026315789473686,29.0,3.4336559342473802,-0.030974018014911064,0
87,83bd7bda-09a3-3d3a-8301-489ad5cfed31,0.0010653292181069,0.0452674897119341,6.037267080745342,63,default,170.0,161.0,44.0,E,normal,44,67,4,0.0354122621564482,1.8611111111111112,9.0,1.7974175576485312,1.558139534883721,11.0,1.7293946458212286,-0.0069583473084691705,0
88,84144bbf-a178-3d49-abe4-bb7f86678ea9,0.0008096836049856,0.0210930009587727,5.96,51,default,194.0,175.0,22.0,E,normal,22,35,6,0.07575757575757576,1.8421052631578947,6.0,1.4604670447906956,1.8421052631578947,9.0,1.8140724146962197,-0.036632259776744835,0
89,91d013a0-e8cd-3385-98dd-3a85abb1fa92,0.0016362967730072,0.0148478440746529,66.12158054711246,2136,default,366.0,329.0,323.0,E,normal,321,1451,73,0.014125778816199377,4.6957928802588995,84.0,8.086787444186808,4.54858934169279,81.0,6.723606675347442,0.11023815749406474,0
90,9858a4a6-bac0-32ba-b43f-d4a13304a61b,1.5584415584415583e-05,0.0163265306122449,52.33009708737864,6,default,219.0,103.0,88.0,E,normal,88,388,32,0.05067920585161965,4.459770114942529,37.0,5.47261646578998,4.511627906976744,41.0,5.114375967404566,-0.008878791766591121,0
91,c0805894-b276-3a10-ba25-9e97c34f3e25,1.0537870472008782e-05,0.0120746432491767,11.861979166666666,3,default,2260.0,384.0,55.0,E,normal,54,105,18,0.03668763102725367,2.3333333333333335,16.0,2.7648588471103626,2.019230769230769,12.0,1.7812094488273174,-0.014535068275673135,0
92,c2d4957c-1385-33ce-b47b-1c5a56b459ca,0.0007904060567347,0.0022647426032925,29.261682242990656,6534,default,5493.0,4708.0,312.0,E,normal,284,1465,78,0.018227741004329865,5.405904059040591,67.0,8.594890474221186,5.327272727272727,84.0,8.593558994872096,0.13125394142152969,0
93,03c268af-06ba-3d34-b120-9e08c9b5d142,0.0045210332856851,0.018174392485195,20.927350427350422,1329,default,331.0,234.0,89.0,E,normal,84,261,14,0.037435456110154905,3.3037974683544302,32.0,4.69945978683666,3.107142857142857,28.0,3.7607555508069344,-0.045913394751592784,0
